,Company,Name,Model,Kms_Driven,Model Year,Reg Year,City,Engine Capacity,Insurance,Automatic,Power,Fuel Type,Ownership,Number of Seats,Mileage,X-factor,Price
10703,Maruti,Baleno,"['Zeta', 'CVT']",6930,2021,2021,Bangalore,1197,2,True,81.8,0,1,5,19.56,Hatchback,893000
10704,Maruti,Swift,['VXI'],38450,2014,2015,Bangalore,1197,2,False,88.5,0,1,5,22.38,Hatchback,561000
10705,Hyundai,EON,"['Era', 'Plus', 'Option']",11079,2016,2016,Bangalore,814,2,False,55.2,0,1,5,21.1,Hatchback,342000
10706,BMW,X1,['sDrive20d'],70000,2011,2011,Bangalore,1995,1,True,184.0,1,3,5,17.05,SUV,1000000
10707,Maruti,Alto,"['800', 'VXI', 'Optional']",80000,2018,2018,Bangalore,796,1,False,47.3,0,1,5,24.7,Hatchback,340000
10708,Maruti,Swift,"['VDI', 'BSIV']",40000,2014,2014,Bangalore,1248,1,False,74.0,1,2,5,25.2,Hatchback,595000
10709,Toyota,Innova,"['2.5', 'VX', '(Diesel)', '8', 'Seater', 'BS', 'IV']",90000,2014,2014,Bangalore,2494,1,False,100.6,1,1,8,12.99,MUV,1225000
10710,Toyota,Innova,"['2.5', 'VX', '(Diesel)', '8', 'Seater', 'BS', 'IV']",90000,2014,2014,Bangalore,2494,1,False,100.6,1,1,8,12.99,MUV,1275000
10711,Jeep,Compass,"['Model', 'S', 'DCT', 'BSVI']",10000,2022,2022,Bangalore,1368,1,True,160.77,0,1,5,14.1,SUV,2900000
10712,Mahindra,XUV300,"['W8', 'Option', 'BSIV']",70000,2019,2019,Bangalore,1197,1,False,110.0,0,2,5,17.0,SUV,800000
10713,Mercedes-Benz,E-Class,"['E250', 'CDI', 'Avantgarde']",110000,2016,2016,Bangalore,2143,1,True,204.0,1,1,5,13.0,Sedan,2800000
10714,Maruti,Vitara,"['Brezza', 'VDi']",96567,2017,2017,Bangalore,1248,1,False,88.5,1,1,5,24.3,SUV,743000
10715,Maruti,Baleno,"['1.3', 'Alpha']",72348,2018,2019,Bangalore,1248,2,False,74.0,1,1,5,27.39,Hatchback,754000
10716,Maruti,Swift,"['Dzire', 'VDI', 'Optional']",43803,2016,2016,Bangalore,1248,2,False,74.0,1,2,5,26.59,Sedan,568000
10717,Honda,Jazz,"['1.2', 'VX', 'i', 'VTEC']",35337,2016,2016,Bangalore,1199,2,False,88.7,0,2,5,18.7,Hatchback,555000
10718,Maruti,Alto,"['800', 'VXI', 'Plus', 'BSVI']",24343,2021,2021,Bangalore,796,3,False,47.33,0,2,5,22.05,Hatchback,434000
10719,Maruti,Baleno,"['1.2', 'CVT', 'Alpha']",9358,2021,2021,Bangalore,1197,2,True,83.1,0,1,5,21.4,Hatchback,969000
10720,Maruti,Baleno,"['1.2', 'Delta']",45681,2017,2017,Bangalore,1197,3,False,83.1,0,1,5,21.4,Hatchback,641000
10721,Honda,City,"['i-VTEC', 'V']",42445,2019,2019,Bangalore,1497,3,False,117.6,0,2,5,17.4,Sedan,819000
10722,Hyundai,Creta,"['1.6', 'VTVT', 'AT', 'SX', 'Plus']",74511,2017,2017,Bangalore,1591,3,True,121.3,0,3,5,13.0,SUV,972000
10723,Honda,Amaze,"['VX', 'i-Vtech']",19356,2016,2017,Bangalore,1198,2,False,86.7,0,2,5,18.0,Sedan,534000
10724,Honda,Amaze,"['VX', 'i-Vtech']",75565,2014,2014,Bangalore,1198,2,False,86.7,0,2,5,18.0,Sedan,450000
10725,Maruti,Ertiga,"['SHVS', 'ZDI', 'Plus']",46519,2017,2018,Bangalore,1248,2,False,88.5,1,2,7,24.52,MUV,956000
10727,Renault,Duster,"['85PS', 'Diesel', 'RxS']",70000,2018,2018,Bangalore,1461,1,False,83.8,1,1,5,19.87,SUV,875000
10728,Renault,Duster,"['85PS', 'Diesel', 'RxS']",60000,2018,2018,Bangalore,1461,1,False,83.8,1,1,5,19.87,SUV,875000
10729,Nissan,Magnite,"['XL', 'BSVI']",10000,2021,2021,Bangalore,999,1,False,71.02,0,1,5,18.75,SUV,638000
10730,Datsun,RediGO,"['T', 'Option']",20000,2019,2019,Bangalore,799,1,False,53.64,0,2,5,22.7,Hatchback,315000
10731,Renault,Triber,"['RXZ', 'BSVI']",20000,2022,2022,Bangalore,999,1,False,71.01,0,1,7,20.0,MUV,785000
10732,Hyundai,Verna,"['CRDi', '1.6', 'SX', 'Option']",80000,2020,2020,Bangalore,1582,1,False,126.2,1,2,5,22.0,Sedan,1050000
10734,Hyundai,Verna,"['VTVT', '1.6', 'AT', 'SX', 'Option']",63115,2018,2018,Bangalore,1591,2,True,121.3,0,1,5,17.0,Sedan,1039000
10735,Maruti,Celerio,"['X', 'AMT', 'ZXI', 'BSIV']",23219,2018,2018,Bangalore,998,2,True,67.0,0,1,5,21.63,Hatchback,566000
10736,Renault,KWID,"['1.0', 'RXT', 'Optional']",64592,2018,2018,Bangalore,999,1,False,67.0,0,2,5,23.01,Hatchback,353000
10737,Maruti,Alto,"['K10', 'VXI']",68307,2014,2015,Bangalore,998,2,False,65.71,0,3,5,24.39,Hatchback,252000
10738,Skoda,Slavia,"['1.0', 'TSI', 'Ambition', 'AT', 'BSVI']",11522,2022,2022,Bangalore,999,1,True,113.98,0,1,5,18.07,Sedan,1462000
10739,Maruti,Swift,"['VDI', 'BSIV']",87753,2015,2015,Bangalore,1248,2,False,74.0,1,1,5,25.2,Hatchback,577000
10740,Maruti,Alto,"['K10', 'VXI', 'AMT']",67133,2016,2016,Bangalore,998,2,True,67.05,0,1,5,23.95,Hatchback,370000
10741,Mahindra,XUV500,"['W9', 'AT']",78000,2018,2018,Bangalore,2179,2,True,152.87,1,1,7,15.1,SUV,1604000
10742,Hyundai,Verna,"['1.6', 'SX']",81959,2013,2013,Bangalore,1582,1,False,126.32,1,1,5,22.32,Sedan,539000
10743,Skoda,Superb,"['3.6', 'FXI', '4X4']",120000,2010,2010,Bangalore,3597,1,True,260.0,0,2,5,12.0,Sedan,400000
10744,Chevrolet,Cruze,['LTZ'],100000,2012,2012,Bangalore,1998,1,False,163.7,1,3,5,17.3,Sedan,250000
10745,BMW,X3,['xDrive20d'],100000,2012,2012,Bangalore,1995,1,True,184.0,1,4,5,16.09,SUV,1600000
10746,Maruti,Baleno,"['1.2', 'Delta']",100000,2016,2016,Bangalore,1197,1,False,83.1,0,2,5,21.4,Hatchback,575000
10747,Chevrolet,Enjoy,"['TCDi', 'LTZ', '7', 'Seater']",90000,2014,2014,Bangalore,1248,1,False,73.8,1,1,7,18.2,MUV,409999
10748,Tata,Nexon,"['1.2', 'Revotron', 'XZA', 'Plus', 'DualTone']",40000,2018,2018,Bangalore,1198,1,True,108.5,0,2,5,17.0,SUV,925000
10749,Hyundai,i20,"['Sportz', '1.4', 'CRDi']",50000,2013,2013,Bangalore,1396,1,False,88.76,1,2,5,21.9,Hatchback,475000
10750,Tata,Nano,"['Twist', 'XT']",50000,2015,2015,Bangalore,624,1,False,37.5,0,3,4,25.4,Hatchback,185000
10751,Maruti,Swift,"['VDI', 'BSIV']",84877,2015,2015,Bangalore,1248,2,False,74.0,1,1,5,25.2,Hatchback,628000
10752,Hyundai,i10,"['Sportz', '1.2']",48637,2010,2010,Bangalore,1197,1,False,78.9,0,1,5,20.36,Hatchback,268000
10753,Hyundai,EON,"['Era', 'Plus']",26541,2015,2015,Bangalore,814,2,False,55.2,0,1,5,21.1,Hatchback,304000
10754,Maruti,Celerio,['ZXI'],39613,2015,2015,Bangalore,998,1,False,65.71,0,1,5,25.24,Hatchback,487000
10755,Maruti,Wagon,"['R', 'VXI', 'Plus', 'Optional']",62139,2018,2018,Bangalore,998,2,False,67.04,0,1,5,20.51,Hatchback,550000
10756,Maruti,Wagon,"['R', 'ZXI', '1.2']",14009,2021,2021,Bangalore,1197,3,False,81.8,0,1,5,20.52,Hatchback,647000
10757,Hyundai,i10,['Magna'],39962,2011,2011,Bangalore,1197,1,False,78.9,0,3,5,20.36,Hatchback,252999
10758,Maruti,Baleno,"['1.2', 'Delta']",76794,2016,2016,Bangalore,1197,1,False,83.1,0,1,5,21.4,Hatchback,632000
10759,Renault,KWID,"['RXT', 'Optional']",31992,2019,2019,Bangalore,799,1,False,53.3,0,1,5,25.17,Hatchback,374000
10760,Maruti,Alto,"['K10', 'VXI']",37681,2011,2011,Bangalore,998,2,False,65.71,0,3,5,24.39,Hatchback,224000
10761,Hyundai,Santro,"['Xing', 'GLS']",50000,2008,2008,Bangalore,1086,1,False,62.1,0,3,5,17.92,Hatchback,225000
10762,Audi,Q5,"['30', 'TDI', 'Sport', 'Edition']",30000,2016,2016,Bangalore,1968,1,True,174.3,1,2,5,14.16,SUV,2800000
10763,Honda,City,"['1.5', 'GXI']",30000,2004,2004,Bangalore,1493,1,False,100.0,0,3,5,12.8,Sedan,100000
10764,Hyundai,EON,"['Magna', 'Plus', 'Option']",30000,2017,2017,Bangalore,814,1,False,55.2,0,1,5,21.1,Hatchback,300000
10765,Jeep,Compass,"['1.4', 'Sport']",20000,2019,2019,Bangalore,1368,1,False,160.0,0,1,5,16.0,SUV,1500000
10766,Maruti,Swift,"['DDiS', 'VDI']",80000,2017,2017,Bangalore,1248,1,False,74.0,1,2,5,28.4,Hatchback,550000
10767,Renault,Duster,"['110PS', 'Diesel', 'RxZ']",80000,2013,2013,Bangalore,1461,1,False,108.45,1,1,5,19.01,SUV,420000
10768,Ford,Figo,"['Petrol', 'Titanium']",10000,2010,2010,Bangalore,1196,1,False,70.0,0,1,5,15.6,Hatchback,450000
10769,Ford,Ecosport,"['1.5', 'Petrol', 'Titanium', 'Plus', 'AT', 'BSIV']",12623,2018,2018,Bangalore,1497,1,True,121.36,0,2,5,14.8,SUV,918000
10770,Maruti,Celerio,"['ZXI', 'Optional', 'AMT', 'BSIV']",22479,2017,2017,Bangalore,998,1,True,67.04,0,2,5,23.1,Hatchback,553000
10771,Honda,Brio,"['1.2', 'S', 'MT']",26633,2018,2018,Bangalore,1198,2,False,86.8,0,1,5,18.5,Hatchback,525000
10772,Maruti,Swift,"['ZXI', '2018']",24288,2018,2018,Bangalore,1197,2,False,81.8,0,1,5,22.0,Hatchback,725000
10773,Hyundai,Verna,"['1.6', 'EX', 'VTVT']",87754,2011,2011,Bangalore,1591,2,False,121.3,0,2,5,17.01,Sedan,363000
10774,Honda,Amaze,"['VX', 'i-DTEC']",38006,2013,2013,Bangalore,1498,2,False,98.6,1,1,5,25.8,Sedan,471000
10775,Tata,Altroz,"['XZ', 'Diesel']",48673,2020,2020,Bangalore,1497,3,False,88.77,1,1,5,23.64,Hatchback,886000
10776,Tata,Zest,"['Revotron', '1.2T', 'XMS']",88905,2015,2015,Bangalore,1193,2,False,88.7,0,1,5,17.57,Sedan,418000
10777,Ford,Ecosport,"['1.5', 'Petrol', 'Titanium', 'Plus', 'AT', 'BSIV']",65828,2018,2019,Bangalore,1497,2,True,121.36,0,2,5,14.8,SUV,825000
10778,Mahindra,XUV500,"['W6', '2WD']",65000,2014,2014,Bangalore,2179,1,False,140.0,1,2,7,15.1,SUV,827000
10779,Mahindra,XUV500,"['W6', '2WD']",133733,2014,2014,Bangalore,2179,2,False,140.0,1,1,7,15.1,SUV,819999
10780,Kia,Seltos,"['HTK', 'Plus', 'iMT']",10000,2022,2022,Bangalore,1497,1,False,113.43,0,1,5,16.8,SUV,1565000
10781,Tata,Tiago,"['1.2', 'Revotron', 'XZ']",60000,2016,2016,Bangalore,1199,1,False,84.0,0,2,5,23.84,Hatchback,450000
10782,Hyundai,Accent,"['GLS', '1.6']",120000,2003,2003,Bangalore,1599,1,False,94.0,0,3,5,14.4,Sedan,95000
10784,Mahindra,TUV,"['300', 'mHAWK100', 'T8', 'AMT']",80000,2016,2016,Bangalore,1493,1,True,100.0,1,2,7,18.49,SUV,679000
10786,Kia,Seltos,"['HTK', 'Plus', 'G']",60000,2020,2020,Bangalore,1497,1,False,113.43,0,1,5,16.8,SUV,1200000
10787,Hyundai,Venue,"['SX', 'Opt', 'iMT']",10000,2021,2021,Bangalore,998,1,False,118.35,0,1,5,18.0,SUV,1150000
10788,Renault,Duster,"['85PS', 'Diesel', 'RxL', 'Plus']",110379,2014,2014,Bangalore,1461,2,False,83.8,1,2,5,20.45,SUV,621000
10789,Hyundai,EON,"['Era', 'Plus']",47567,2012,2012,Bangalore,814,1,False,55.2,0,2,5,21.1,Hatchback,216000
10790,Hyundai,i20,"['Sportz', '1.2']",40360,2013,2013,Bangalore,1197,2,False,82.85,0,1,5,18.5,Hatchback,463999
10791,Tata,Altroz,"['XZ', 'BSVI']",45242,2020,2020,Bangalore,1199,1,False,86.83,0,1,5,19.33,Hatchback,772000
10792,Volkswagen,Vento,"['1.2', 'TSI', 'Highline', 'AT']",80842,2016,2016,Bangalore,1197,1,True,103.2,0,1,5,18.19,Sedan,819999
10793,Ford,Ecosport,"['1.5', 'TDCi', 'Titanium', 'BSIV']",51215,2016,2016,Bangalore,1498,2,False,98.59,1,1,5,22.77,SUV,730000
10794,Hyundai,Creta,"['1.6', 'VTVT', 'SX', 'Plus']",58203,2017,2017,Bangalore,1591,2,False,121.3,0,1,5,13.0,SUV,1043000
10795,Nissan,Terrano,"['XL', 'P']",35412,2016,2016,Bangalore,1598,1,False,103.2,0,1,5,13.04,SUV,655000
10796,Tata,Nexon,"['XZ', 'Plus', 'BSVI']",40857,2019,2019,Bangalore,1199,1,False,118.35,0,1,5,17.33,SUV,955000
10797,Renault,KWID,"['1.0', 'RXT', 'AMT', 'Opt']",10000,2022,2022,Bangalore,999,1,True,67.0,0,1,5,22.0,Hatchback,530000
10798,Toyota,Innova,"['Crysta', '2.7', 'ZX', '7', 'STR', 'AT']",10000,2021,2021,Bangalore,2694,1,True,163.6,0,1,7,8.0,MUV,2600000
10799,Skoda,Rapid,"['1.5', 'TDI', 'AT', 'Elegance', 'Plus']",120000,2015,2015,Bangalore,1498,1,True,103.52,1,1,5,21.66,Sedan,600000
10800,Honda,City,"['1.5', 'S', 'MT']",70000,2010,2010,Bangalore,1497,1,False,118.0,0,2,5,17.0,Sedan,250000
10801,Honda,Amaze,"['S', 'i-Dtech']",80000,2014,2014,Bangalore,1498,1,False,98.6,1,3,5,25.8,Sedan,390000
10802,Maruti,Swift,"['1.3', 'VXi']",90000,2009,2009,Bangalore,1298,1,False,88.2,0,2,5,16.1,Hatchback,280000
10803,Nissan,Magnite,"['XV', 'Premium', 'BSVI']",20000,2021,2021,Bangalore,999,1,False,71.02,0,1,5,18.75,SUV,919999
10805,Maruti,Celerio,['ZXI'],44213,2015,2015,Bangalore,998,1,False,67.04,0,1,5,23.1,Hatchback,462000
10806,Nissan,Micra,"['XL', 'CVT']",33714,2015,2018,Bangalore,1198,1,True,76.0,0,1,5,19.34,Hatchback,441000
10807,Hyundai,Verna,"['SX', 'CRDi', 'AT']",99158,2012,2012,Bangalore,1582,2,True,126.32,1,2,5,19.08,Sedan,509000
10808,Maruti,Vitara,"['Brezza', 'VDi']",54840,2016,2016,Bangalore,1248,1,False,88.5,1,1,5,24.3,SUV,776000
10809,Maruti,Ertiga,['VDI'],82321,2012,2012,Bangalore,1248,2,False,88.76,1,1,7,20.77,MUV,651000
10810,Maruti,Alto,"['800', 'VXI', 'Optional']",41647,2017,2017,Bangalore,796,1,False,47.3,0,2,5,24.7,Hatchback,314000
10811,Volkswagen,Ameo,"['1.2', 'MPI', 'Comfortline']",31116,2016,2016,Bangalore,1198,2,False,73.75,0,1,5,17.0,Sedan,532000
10812,Honda,City,"['i', 'DTec', 'V']",120409,2017,2017,Bangalore,1498,2,False,98.6,1,1,5,26.0,Sedan,729000
10813,Maruti,Swift,['VXI'],30740,2016,2016,Bangalore,1197,2,False,88.5,0,1,5,22.38,Hatchback,598000
10814,Tata,Altroz,"['XE', 'BSVI']",34988,2021,2021,Bangalore,1199,2,False,86.83,0,1,5,19.33,Hatchback,634000
10815,Maruti,Celerio,['VXI'],54848,2014,2014,Bangalore,998,2,False,65.71,0,1,5,25.24,Hatchback,409999
10816,Nissan,Magnite,"['XL', 'BSVI']",10000,2021,2021,Bangalore,999,1,False,71.02,0,1,5,18.75,SUV,650000
10817,Hyundai,i10,"['Magna', '1.2', 'iTech', 'SE']",80000,2010,2010,Bangalore,1197,1,False,78.9,0,4,5,20.36,Hatchback,240000
10818,Mahindra,Marazzo,['M8'],50000,2019,2019,Bangalore,1497,1,False,121.0,1,1,7,17.3,MUV,1350000
10819,Tata,Indica,"['V2', 'LS']",80000,2015,2015,Bangalore,1396,1,False,69.0,1,2,5,25.0,Hatchback,150000
10820,Ford,Figo,"['Diesel', 'ZXI']",80000,2012,2012,Bangalore,1399,1,False,68.05,1,1,5,20.0,Hatchback,300000
10821,Skoda,Superb,"['2.5', 'V6', 'TDI']",80000,2011,2011,Bangalore,2496,1,True,163.2,1,3,5,11.9,Sedan,500000
10822,Tata,Indigo,['LX'],120000,2011,2011,Bangalore,1405,1,False,70.0,1,2,5,17.0,Sedan,125000
10823,Jaguar,XJ,['5.0L'],90000,2011,2011,Bangalore,5000,1,True,379.7,0,2,4,10.5,Sedan,1700000
10824,Tata,Tiago,"['1.2', 'Revotron', 'XZ']",78959,2016,2016,Bangalore,1199,2,False,84.0,0,2,5,23.84,Hatchback,466000
10825,Honda,City,"['i', 'VTEC', 'CVT', 'SV']",115054,2015,2015,Bangalore,1497,1,True,117.3,0,3,5,18.0,Sedan,531000
10826,Maruti,Swift,['VXI'],99276,2010,2010,Bangalore,1197,2,False,88.5,0,2,5,22.38,Hatchback,327000
10827,Mahindra,XUV500,"['W6', '2WD']",81033,2017,2017,Bangalore,2179,2,False,140.0,1,1,7,16.0,SUV,1088000
10828,Renault,Duster,['4x4'],106113,2014,2014,Bangalore,1461,2,False,108.45,1,1,5,19.72,SUV,699000
10829,Skoda,Rapid,"['1.6', 'MPI', 'Ambition', 'BSIV']",124707,2017,2018,Bangalore,1598,1,False,103.2,0,2,5,15.41,Sedan,648000
10830,Maruti,Ciaz,['ZXi'],30880,2014,2014,Bangalore,1373,2,False,91.1,0,1,5,20.73,Sedan,643000
10831,Maruti,Wagon,"['R', 'VXI', 'BS', 'IV']",45175,2013,2013,Bangalore,998,2,False,67.1,0,1,5,18.9,Hatchback,366000
10832,Hyundai,EON,"['Era', 'Plus', 'Option']",19949,2017,2017,Bangalore,814,2,False,55.2,0,1,5,21.1,Hatchback,398000
10833,Tata,Nexon,"['1.5', 'Revotorq', 'XZA', 'Plus']",85599,2018,2018,Bangalore,1497,1,True,108.5,1,1,5,21.5,SUV,881000
10834,Jaguar,XJ,['5.0L'],90000,2011,2011,Bangalore,5000,1,True,379.7,0,2,4,10.5,Sedan,1700000
10835,Ford,Figo,"['Diesel', 'LXI']",50000,2013,2013,Bangalore,1399,1,False,68.05,1,1,5,20.0,Hatchback,225000
10836,Skoda,Fabia,"['1.4', 'TDI', 'Ambiente']",100000,2010,2010,Bangalore,1422,1,False,70.0,1,2,5,19.4,Hatchback,249000
10837,Hyundai,i20,"['1.2', 'Asta']",40000,2018,2018,Bangalore,1197,1,False,81.83,0,1,5,18.6,Hatchback,775000
10838,Tata,Sumo,['CX'],100000,2008,2008,Bangalore,2179,1,False,120.0,1,1,8,14.4,Tata,150000
10839,Mitsubishi,Lancer,['GLXD'],120000,2002,2002,Bangalore,1998,1,False,68.0,1,5,5,14.8,Sedan,130000
10841,Honda,Amaze,"['EX', 'i-Vtech']",50000,2015,2015,Bangalore,1198,1,False,86.7,0,2,5,18.0,Sedan,375000
10842,Maruti,Swift,['VXI'],46281,2011,2011,Bangalore,1197,1,False,85.8,0,2,5,18.6,Hatchback,380000
10843,Hyundai,i20,"['Asta', 'Opt', 'Turbo', 'DCT', 'BSVI']",14831,2021,2021,Bangalore,998,2,True,118.41,0,1,5,20.28,Hatchback,1098000
10844,Renault,KWID,"['1.0', 'RXT']",16682,2019,2019,Bangalore,999,2,False,67.06,0,2,5,21.46,Hatchback,430000
10845,Hyundai,Verna,"['VTVT', '1.6', 'E']",10635,2018,2018,Bangalore,1591,1,False,121.3,0,1,5,17.7,Sedan,806000
10846,Hyundai,EON,"['Magna', 'Plus']",31349,2015,2015,Bangalore,814,1,False,55.2,0,1,5,21.1,Hatchback,326000
10847,Volkswagen,Virtus,"['Topline', 'AT', 'BSVI']",11086,2022,2022,Bangalore,999,2,True,113.98,0,1,5,18.12,Sedan,1662000
10848,Honda,City,"['ZX', 'MT']",17628,2021,2021,Bangalore,1498,1,False,119.35,0,1,5,18.6,Sedan,1361000
10849,Honda,City,"['i', 'VTEC', 'CVT', 'VX']",110941,2016,2016,Bangalore,1497,2,True,117.3,0,2,5,18.0,Sedan,709000
10850,Maruti,Swift,"['Dzire', 'VXI']",85863,2016,2016,Bangalore,1197,3,False,88.5,0,2,5,22.41,Sedan,574000
10851,Mahindra,XUV300,"['W6', 'Diesel', 'BSIV']",29953,2019,2019,Bangalore,1497,2,False,115.0,1,1,5,20.0,SUV,846000
10852,Tata,Altroz,"['XZA', 'DCT', 'BSVI']",14257,2022,2022,Bangalore,1199,1,True,86.83,0,1,5,18.5,Hatchback,949000
10853,Maruti,Celerio,"['VXI', 'Optional', 'MT', 'BSIV']",81849,2017,2017,Bangalore,998,2,False,67.04,0,1,5,23.1,Hatchback,455000
10854,Renault,KWID,"['1.0', 'RXT', 'Opt']",10000,2022,2022,Bangalore,999,1,False,67.0,0,1,5,21.74,Hatchback,550000
10855,Tata,Indigo,"['LX', 'TDI', 'BSIII']",120000,2017,2017,Bangalore,1396,1,False,69.0,1,1,5,19.09,Sedan,260000
10856,Maruti,Baleno,"['1.2', 'Sigma']",20000,2016,2016,Bangalore,1197,1,False,83.1,0,1,5,21.4,Hatchback,575000
10857,Mahindra,XUV500,"['W8', 'FWD']",90000,2013,2013,Bangalore,2179,1,False,140.0,1,2,7,15.1,SUV,825000
10858,Hyundai,i10,['Era'],30000,2011,2011,Bangalore,1086,1,False,68.05,0,1,5,19.81,Hatchback,300000
10859,Tata,Tiago,"['1.05', 'Revotorq', 'XZ', 'WO', 'Alloy']",60000,2016,2016,Bangalore,1047,1,False,69.0,1,1,5,27.28,Hatchback,500000
10860,Nissan,Sunny,"['Diesel', 'Special', 'Edition']",120000,2013,2013,Bangalore,1461,1,False,84.8,1,2,5,21.64,Sedan,229999
10861,Ford,Ikon,"['1.6', 'ZXI']",80000,2004,2004,Bangalore,1597,1,False,92.0,0,2,5,14.2,Sedan,75000
10862,Renault,KWID,"['1.0', 'RXT']",14993,2016,2016,Bangalore,999,1,False,67.0,0,1,5,23.01,Hatchback,373000
10863,Datsun,RediGO,['A'],11700,2021,2021,Bangalore,799,2,False,53.64,0,1,5,20.71,Hatchback,404000
10864,Hyundai,i20,"['Active', '1.2', 'S']",68672,2016,2016,Bangalore,1197,2,False,81.86,0,2,5,17.19,Hatchback,583000
10865,Hyundai,i20,"['Asta', 'Option', '1.4', 'CRDi']",128975,2015,2016,Bangalore,1396,2,False,88.73,1,1,5,22.54,Hatchback,592000
10866,Hyundai,Grand,"['i10', 'Sportz']",46156,2015,2015,Bangalore,1197,2,False,82.0,0,1,5,18.9,Hatchback,488999
10867,Maruti,Swift,"['Dzire', 'VXI']",60876,2013,2013,Bangalore,1197,2,False,88.5,0,1,5,22.41,Sedan,470000
10868,Maruti,Zen,"['Estilo', 'LXI']",48837,2011,2011,Bangalore,998,2,False,67.1,0,2,5,19.0,Hatchback,212000
10869,Honda,City,"['i', 'VTEC', 'CVT', 'VX']",41138,2016,2016,Bangalore,1497,2,True,117.3,0,1,5,18.0,Sedan,795000
10870,Maruti,Swift,['VXI'],13058,2021,2022,Bangalore,1197,3,False,88.5,0,1,5,22.38,Hatchback,774000
10871,Tata,Tiago,"['1.2', 'Revotron', 'XZ']",142372,2016,2016,Bangalore,1199,3,False,84.0,0,1,5,23.84,Hatchback,437000
10872,Hyundai,Accent,['GLX'],60000,2009,2009,Bangalore,1495,1,False,94.0,0,1,5,13.2,Sedan,260000
10873,Mahindra,Thar,"['LX', '4-Str', 'Hard', 'Top', 'BSVI']",20000,2022,2022,Bangalore,1997,1,False,150.0,0,1,4,15.2,SUV,1500000
10874,Hyundai,i10,"['Magna', '1.2']",90000,2010,2010,Bangalore,1197,1,False,78.9,0,1,5,20.36,Hatchback,275000
10875,Jaguar,XF,"['2.2', 'Litre', 'Luxury']",60000,2014,2014,Bangalore,2179,1,True,187.7,1,2,5,16.36,Sedan,2000000
10876,Maruti,Ertiga,"['SHVS', 'ZDI']",120000,2016,2016,Bangalore,1248,1,False,88.5,1,1,7,24.52,MUV,900000
10877,Maruti,Swift,"['Dzire', 'VXI', 'AT', 'BSVI']",30000,2020,2020,Bangalore,1197,1,True,88.5,0,3,5,22.61,Sedan,630000
10878,Renault,Triber,"['RXZ', 'BSIV']",40000,2019,2019,Bangalore,999,1,False,72.0,0,1,7,20.0,MUV,750000
10879,Hyundai,Venue,"['SX', 'Plus', 'Turbo', 'DCT', 'BSIV']",30000,2019,2019,Bangalore,998,1,True,118.35,0,2,5,18.15,SUV,1100000
10880,Mahindra,KUV,"['100', 'mFALCON', 'G80', 'K8']",32207,2018,2018,Bangalore,1198,2,False,82.0,0,1,6,18.15,SUV,587000
10881,Hyundai,Verna,"['VTVT', '1.6', 'AT', 'SX', 'Option']",29735,2017,2017,Bangalore,1591,2,True,121.3,0,1,5,17.0,Sedan,1052000
10882,Maruti,Swift,"['ZDI', 'BSIV']",67791,2015,2015,Bangalore,1248,2,False,74.0,1,2,5,25.2,Hatchback,644000
10883,Maruti,S-Presso,"['VXI', 'Plus', '2019-2022']",6922,2022,2022,Bangalore,998,2,False,65.71,0,1,5,21.7,Hatchback,556000
10884,Mahindra,XUV500,"['W10', 'AWD']",79755,2016,2016,Bangalore,2179,2,False,140.0,1,2,7,16.0,SUV,1163000
10885,Maruti,Swift,"['VXI', 'Optional']",48201,2017,2017,Bangalore,1197,1,False,81.8,0,1,5,20.4,Hatchback,593000
10886,Maruti,Baleno,"['1.2', 'Zeta']",33850,2017,2017,Bangalore,1197,2,False,83.1,0,2,5,21.4,Hatchback,711000
10887,Tata,Nexon,"['XZA', 'Plus', '(O)', 'AMT']",7662,2021,2021,Bangalore,1199,3,True,118.36,0,1,5,16.35,SUV,1217000
10888,Maruti,Celerio,"['X', 'ZXI', 'Option', 'BSIV']",61576,2018,2018,Bangalore,998,2,False,67.0,0,2,5,21.63,Hatchback,473000
10889,Hyundai,Aura,"['SX', 'Plus', 'AMT']",23583,2020,2020,Bangalore,1197,1,True,81.86,0,1,5,20.1,Sedan,805000
10890,Maruti,Celerio,"['ZXI', 'AMT']",58198,2016,2016,Bangalore,998,1,True,65.71,0,2,5,26.0,Hatchback,493000
10891,Toyota,Urban,"['cruiser', 'Premium']",43283,2021,2022,Bangalore,1462,3,False,103.26,0,1,5,17.03,SUV,953999
10892,Hyundai,Elantra,"['CRDi', 'SX']",90000,2014,2014,Bangalore,1582,1,False,126.24,1,1,5,22.7,Sedan,700000
10893,Mercedes-Benz,C-Class,"['C', '220', 'CDI', 'Edition', 'C', 'AT']",110000,2013,2013,Bangalore,2200,1,True,170.0,1,2,5,15.8,Sedan,1100000
10894,Audi,Q7,"['3.0', 'TDI', 'quattro']",120000,2011,2011,Bangalore,2967,1,True,241.4,1,1,7,12.07,SUV,2000000
10895,Maruti,Eeco,"['7', 'Seater', 'STD', '2020-2022']",10000,2021,2021,Bangalore,1196,1,False,72.41,0,1,7,16.11,Minivans,500000
10896,Renault,Koleos,"['2.0', 'Diesel']",120000,2011,2011,Bangalore,1995,1,True,148.0,1,3,5,13.73,SUV,450000
10897,Honda,CR-V,"['2.4L', '4WD']",110000,2005,2005,Bangalore,2354,1,False,158.8,0,3,5,11.1,SUV,200000
