,Company,Name,Model,Kms_Driven,Model Year,Reg Year,City,Engine Capacity,Insurance,Automatic,Power,Fuel Type,Ownership,Number of Seats,Mileage,X-factor,Price
3907,Hyundai,i10,"['Magna', '1.1L']",64268,2013,2013,Ahmedabad,1086,1,False,68.05,0,2,5,19.81,Hatchback,306000
3908,Hyundai,Creta,"['1.6', 'VTVT', 'SX', 'Plus']",105133,2018,2018,Ahmedabad,1591,1,False,121.3,0,1,5,13.0,SUV,1010000
3909,Maruti,Alto,"['800', 'LXI']",68106,2019,2019,Ahmedabad,796,1,False,47.33,0,1,5,22.05,Hatchback,317000
3910,Tata,Altroz,"['XT', 'Diesel', 'BSVI']",15857,2022,2022,Ahmedabad,1497,1,False,88.77,1,1,5,23.64,Hatchback,911000
3911,Hyundai,Aura,"['SX', 'Option']",30109,2020,2020,Ahmedabad,1197,2,False,81.86,0,1,5,20.5,Sedan,698000
3912,Maruti,Zen,"['Estilo', 'VXI', 'BSIV']",82224,2010,2010,Ahmedabad,998,1,False,67.1,0,1,5,19.0,Hatchback,150000
3913,Tata,Nano,"['CX', 'SE']",40000,2013,2013,Ahmedabad,624,1,False,37.5,0,3,4,25.4,Hatchback,80000
3914,Tata,Zest,"['Revotron', '1.2T', 'XE']",120000,2017,2017,Ahmedabad,1193,1,False,88.7,0,1,5,17.57,Sedan,350000
3915,Nissan,Magnite,"['XV', 'BSVI']",50000,2022,2022,Ahmedabad,999,1,False,71.02,0,1,5,18.75,SUV,800000
3916,Tata,Nexon,"['XZ', 'Plus', 'P', 'Dark', 'Edition']",10000,2022,2022,Ahmedabad,1199,1,False,118.36,0,1,5,17.57,SUV,1322000
3917,Audi,A4,"['2.0', 'TDI']",100000,2013,2013,Ahmedabad,1968,1,True,147.51,1,3,5,16.55,Sedan,750000
3918,Datsun,GO,"['T', 'Petrol']",50000,2018,2018,Ahmedabad,1198,1,False,67.0,0,1,5,19.83,Hatchback,280000
3919,Maruti,Wagon,"['R', 'ZXI', '1.2']",30000,2019,2019,Ahmedabad,1197,1,False,81.8,0,2,5,20.52,Hatchback,500000
3920,Jeep,Compass,"['2.0', 'Longitude', 'BSIV']",80000,2017,2017,Ahmedabad,1956,1,False,170.0,1,1,5,17.1,SUV,900000
3921,Mahindra,XUV300,"['W6', 'Diesel', 'BSVI']",36024,2021,2021,Ahmedabad,1497,1,False,115.0,1,1,5,20.0,SUV,978999
3922,Tata,Altroz,"['XZ', 'Plus', 'Dark', 'Edition', 'BSVI']",30023,2021,2021,Ahmedabad,1199,1,False,86.83,0,1,5,19.33,Hatchback,844000
3923,Maruti,Swift,['VXI'],15800,2021,2021,Ahmedabad,1197,2,False,88.5,0,1,5,22.38,Hatchback,691000
3924,Toyota,Urban,"['cruiser', 'Premium', 'AT']",23865,2022,2022,Ahmedabad,1462,1,True,103.26,0,1,5,18.76,SUV,1146000
3925,Maruti,Swift,"['Dzire', 'AMT', 'ZDI']",86739,2017,2017,Ahmedabad,1248,2,True,74.02,1,2,5,28.4,Sedan,586000
3926,Maruti,Ignis,"['1.2', 'Delta', 'BSIV']",30159,2017,2017,Ahmedabad,1197,2,False,81.8,0,1,5,20.89,Hatchback,483000
3927,Hyundai,Grand,"['i10', 'Nios', 'Magna']",35855,2020,2020,Ahmedabad,1197,3,False,81.86,0,2,5,20.7,Hatchback,588000
3928,Hyundai,i10,['Magna'],51237,2010,2010,Ahmedabad,1197,2,False,78.9,0,1,5,20.36,Hatchback,241000
3929,Maruti,Wagon,"['R', 'VXI']",30393,2020,2020,Ahmedabad,998,3,False,67.05,0,1,5,21.79,Hatchback,515000
3930,Maruti,Swift,['VXI'],67658,2012,2012,Ahmedabad,1197,1,False,88.5,0,1,5,22.38,Hatchback,382000
3931,Honda,Amaze,"['VX', 'CVT', 'BSVI']",7665,2022,2022,Ahmedabad,1199,1,True,88.5,0,1,5,18.3,Sedan,893000
3932,Hyundai,Verna,"['VTVT', '1.6', 'SX']",28943,2019,2019,Ahmedabad,1591,2,False,121.3,0,1,5,17.0,Sedan,916000
3933,Tata,Altroz,"['XZ', 'Option']",60000,2020,2020,Ahmedabad,1199,1,False,84.88,0,1,5,18.53,Hatchback,715000
3934,Maruti,800,['AC'],90000,2011,2011,Ahmedabad,796,1,False,37.0,0,3,4,16.1,Hatchback,160000
3935,Maruti,Ciaz,"['1.4', 'Sigma']",60000,2017,2017,Ahmedabad,1373,1,False,91.1,0,2,5,20.73,Sedan,522000
3936,BMW,3,"['Series', '320d', 'Prestige']",90000,2015,2015,Ahmedabad,1995,1,True,184.0,1,1,5,18.88,Sedan,1200000
3937,Hyundai,Grand,"['i10', 'Nios', 'Sportz']",20000,2021,2021,Ahmedabad,1197,1,False,81.86,0,1,5,20.7,Hatchback,725000
3938,Maruti,Wagon,"['R', 'LXI']",60000,2004,2004,Ahmedabad,998,1,False,67.1,0,2,5,18.9,Hatchback,55000
3939,Tata,Hexa,['XTA'],120000,2017,2017,Ahmedabad,2179,1,True,153.86,1,2,7,17.6,MUV,900000
3940,Tata,Hexa,['XTA'],90000,2017,2017,Ahmedabad,2179,1,True,153.86,1,1,7,17.6,MUV,1300000
3941,Hyundai,Verna,"['1.6', 'VTVT', 'SX', 'Option']",70916,2017,2018,Ahmedabad,1591,1,False,121.3,0,1,5,17.01,Sedan,839000
3942,Maruti,Vitara,"['Brezza', 'VDi']",48627,2018,2018,Ahmedabad,1248,1,False,88.5,1,1,5,24.3,SUV,787000
3943,Honda,City,"['i-VTEC', 'CVT', 'ZX']",61229,2019,2019,Ahmedabad,1497,3,True,117.6,0,1,5,18.0,Sedan,1036999
3944,MG,Hector,"['Super', 'Diesel', 'MT', 'BSIV']",24059,2019,2019,Ahmedabad,1956,1,False,167.68,1,1,5,17.41,SUV,1345000
3945,Mahindra,KUV,"['100', 'mFALCON', 'G80', 'K6', 'Plus']",18117,2018,2018,Ahmedabad,1198,3,False,82.0,0,1,6,18.15,SUV,468000
3946,Hyundai,Verna,"['1.6', 'CRDi', 'S']",98008,2017,2017,Ahmedabad,1582,1,False,126.2,1,1,5,23.9,Sedan,670000
3947,Hyundai,Grand,"['i10', 'Magna']",27092,2017,2017,Ahmedabad,1197,1,False,81.86,0,1,5,18.9,Hatchback,468000
3948,Maruti,Ciaz,"['Alpha', 'AT', 'BSVI']",20636,2020,2020,Ahmedabad,1462,1,True,103.25,0,1,5,20.04,Sedan,926000
3949,Tata,Nexon,"['XZ', 'Diesel']",65998,2021,2021,Ahmedabad,1497,1,False,108.5,1,1,5,21.5,SUV,918000
3950,Hyundai,i10,"['Magna', '1.1L']",46139,2011,2011,Ahmedabad,1086,1,False,68.05,0,1,5,19.81,Hatchback,247000
3951,Mahindra,Marazzo,"['M2', 'BSVI']",120000,2020,2020,Ahmedabad,1497,1,False,120.96,1,1,7,17.3,MUV,1000000
3952,Maruti,SX4,"['S', 'Cross', 'Zeta']",20000,2021,2021,Ahmedabad,1462,1,False,103.25,0,1,5,18.55,SUV,950000
3953,Maruti,800,"['Std', 'BSIII']",70000,2002,2002,Ahmedabad,796,1,False,37.0,0,3,4,16.1,Hatchback,50000
3954,Chevrolet,Spark,['1.0'],60000,2008,2008,Ahmedabad,995,1,False,62.0,0,3,5,18.0,Hatchback,50000
3955,Chevrolet,Enjoy,"['Petrol', 'LS', '8', 'Seater']",120000,2014,2014,Ahmedabad,1399,1,False,98.82,0,5,8,13.7,Chevrolet,200000
3956,BMW,X1,"['sDrive', '20d', 'Sportline']",100000,2014,2014,Ahmedabad,1995,1,True,184.0,1,1,5,17.05,SUV,1000000
3957,Hyundai,Verna,"['1.6', 'CRDI']",120000,2012,2012,Ahmedabad,1582,1,False,126.3,1,2,5,22.32,Sedan,280000
3958,Honda,City,"['i', 'DTEC', 'VX']",110000,2015,2015,Ahmedabad,1498,1,False,98.6,1,1,5,25.1,Sedan,630000
3960,Maruti,Wagon,"['R', 'VXI', 'CNG', 'BSVI']",52841,2022,2022,Ahmedabad,998,2,False,55.92,2,1,5,34.05,Hatchback,672000
3961,Hyundai,i10,"['Magna', '1.1L']",16453,2015,2015,Ahmedabad,1086,1,False,68.05,0,1,5,19.81,Hatchback,345000
3962,Maruti,Ciaz,['ZXi'],35851,2016,2016,Ahmedabad,1373,2,False,91.1,0,1,5,20.73,Sedan,612000
3963,Maruti,Wagon,"['R', 'LXI', 'CNG']",102089,2018,2019,Ahmedabad,998,2,False,58.16,2,1,5,26.6,Hatchback,421000
3964,Toyota,Urban,"['cruiser', 'High']",14226,2022,2022,Ahmedabad,1462,1,False,103.26,0,1,5,17.03,SUV,969999
3965,Maruti,Celerio,"['ZXI', 'AMT']",6737,2021,2022,Ahmedabad,998,2,True,65.71,0,1,5,26.0,Hatchback,578000
3966,Toyota,Urban,"['cruiser', 'High', 'AT']",48232,2021,2021,Ahmedabad,1462,1,True,103.26,0,1,5,18.76,SUV,1000000
3967,Maruti,Baleno,"['1.2', 'Alpha']",44373,2016,2016,Ahmedabad,1197,2,False,83.1,0,2,5,21.4,Hatchback,543000
3968,Tata,Tiago,"['1.2', 'Revotron', 'XT']",109651,2016,2016,Ahmedabad,1199,1,False,84.0,0,1,5,23.84,Hatchback,346000
3969,Honda,City,"['i', 'VTEC', 'VX']",80000,2017,2017,Ahmedabad,1497,1,False,117.3,0,1,5,17.8,Sedan,750000
3970,Maruti,Wagon,"['R', 'LXI', 'DUO', 'BSIII']",120000,2007,2007,Ahmedabad,1061,1,False,57.5,3,4,5,17.3,Hatchback,67500
3971,Maruti,Swift,"['Dzire', 'VDI', 'Optional']",80000,2016,2016,Ahmedabad,1248,1,False,74.0,1,2,5,26.59,Sedan,490000
3972,Maruti,Alto,"['Green', 'LXi', '(CNG)']",110000,2010,2010,Ahmedabad,796,1,False,38.4,2,3,5,26.83,Hatchback,130000
3973,Volkswagen,Taigun,"['1.5', 'TSI', 'GT', 'Plus', 'BSVI']",20000,2022,2022,Ahmedabad,1498,1,False,147.51,0,1,5,17.88,SUV,1900000
3974,Nissan,Micra,['XL'],70000,2010,2010,Ahmedabad,1198,1,False,75.0,0,1,5,18.06,Hatchback,125000
3975,Honda,City,"['i', 'DTEC', 'SV']",110000,2014,2014,Ahmedabad,1498,1,False,98.6,1,2,5,26.0,Sedan,503000
3976,Hyundai,EON,"['D', 'Lite', 'Plus']",29513,2016,2016,Ahmedabad,814,1,False,55.2,0,2,5,21.1,Hatchback,270000
3978,Maruti,Celerio,"['VXI', 'CNG']",49018,2020,2020,Ahmedabad,998,1,False,55.92,2,1,5,35.6,Hatchback,575000
3979,Tata,Tiago,"['XT', 'BSVI']",7660,2021,2021,Ahmedabad,1199,1,False,84.82,0,1,5,19.01,Hatchback,576000
3980,Maruti,Swift,"['Dzire', 'VXI', '1.2']",66475,2018,2018,Ahmedabad,1197,2,False,81.8,0,1,5,21.21,Sedan,650000
3981,Hyundai,i20,"['Magna', 'Optional', '1.2']",108888,2014,2014,Ahmedabad,1197,3,False,82.9,0,1,5,18.5,Hatchback,401000
3982,Hyundai,i20,"['Sportz', 'BSVI']",13314,2021,2021,Ahmedabad,1197,1,False,81.8,0,1,5,21.0,Hatchback,790000
3983,Maruti,Wagon,"['R', 'CNG', 'LXI']",78197,2021,2021,Ahmedabad,998,3,False,58.33,2,1,5,32.52,Hatchback,560000
3984,Maruti,Swift,"['Dzire', 'VXI', 'BSVI']",25196,2021,2021,Ahmedabad,1197,3,False,88.5,0,1,5,22.41,Sedan,707000
3985,Hyundai,Elantra,"['2.0', 'SX', 'AT']",37428,2019,2019,Ahmedabad,1999,3,True,149.92,0,2,5,14.62,Sedan,1419000
3986,Hyundai,i20,"['Asta', 'Turbo', 'DCT', 'DT']",16978,2021,2021,Ahmedabad,998,3,True,118.36,0,1,5,20.28,Hatchback,1009000
3987,Hyundai,Xcent,"['1.1', 'CRDi', 'S', 'Option']",90000,2015,2015,Ahmedabad,1120,1,False,71.01,1,2,5,24.4,Sedan,320000
3988,Maruti,Swift,"['VDi', 'BSIII', 'W/', 'ABS']",110000,2009,2009,Ahmedabad,1248,1,False,75.0,1,5,5,17.8,Hatchback,225000
3989,Hyundai,Xcent,"['1.1', 'CRDi', 'S', 'Option']",90000,2015,2015,Ahmedabad,1120,1,False,71.01,1,2,5,24.4,Sedan,300000
3990,Maruti,Alto,"['K10', '2010-2014', 'VXI']",120000,2012,2012,Ahmedabad,998,1,False,67.1,0,5,5,20.92,Hatchback,140000
3992,Tata,Zest,"['Quadrajet', '1.3', '75PS', 'XE']",110000,2017,2017,Ahmedabad,1248,1,False,74.0,1,2,5,22.95,Sedan,240000
3994,Hyundai,Santro,"['Sportz', 'CNG']",20028,2022,2022,Ahmedabad,1086,3,False,59.17,2,1,5,30.48,Hatchback,598000
3995,Tata,Nexon,"['XZ', 'Plus', '(O)', 'BSVI']",22424,2021,2021,Ahmedabad,1199,3,False,118.36,0,1,5,17.57,SUV,946000
3996,Mahindra,XUV300,"['W6', 'AMT', 'Diesel', 'Sunroof', 'BSVI']",36965,2022,2022,Ahmedabad,1497,3,True,115.0,1,1,5,20.0,SUV,1173000
3997,Renault,KWID,"['1.0', 'RXT', 'Optional']",64564,2019,2020,Ahmedabad,999,1,False,67.0,0,1,5,23.01,Hatchback,391000
3998,Honda,City,"['V', 'MT']",39985,2012,2012,Ahmedabad,1497,2,False,116.3,0,1,5,16.8,Sedan,472000
3999,Maruti,Swift,['VXI'],90175,2018,2018,Ahmedabad,1197,2,False,88.5,0,1,5,22.38,Hatchback,586000
4000,Maruti,Wagon,"['R', 'CNG', 'LXI']",48021,2020,2020,Ahmedabad,998,1,False,58.33,2,1,5,32.52,Hatchback,573000
4001,Hyundai,Xcent,"['1.2', 'Kappa', 'SX']",118305,2014,2014,Ahmedabad,1197,1,False,82.0,0,1,5,19.1,Sedan,385000
4002,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Sportz', 'BSIV']",65986,2017,2017,Ahmedabad,1197,3,False,81.86,0,1,5,18.9,Hatchback,500000
4003,Maruti,Baleno,['Delta'],29157,2022,2022,Ahmedabad,1197,2,False,81.8,0,1,5,21.01,Hatchback,736000
4004,Maruti,Ciaz,"['1.3', 'Alpha']",79265,2017,2017,Ahmedabad,1248,1,False,88.5,1,1,5,28.09,Sedan,645000
4005,Hyundai,Verna,"['VTVT', '1.6', 'AT', 'SX', 'Option']",68196,2017,2017,Ahmedabad,1591,1,True,121.3,0,2,5,17.0,Sedan,873000
4006,BMW,X1,"['sDrive', '20d', 'Sportline']",100000,2014,2014,Ahmedabad,1995,1,True,184.0,1,1,5,17.05,SUV,1150000
4007,Renault,KWID,"['Climber', '1.0', 'AMT']",30000,2017,2017,Ahmedabad,999,1,True,67.0,0,2,5,24.04,Hatchback,350000
4008,Renault,Duster,"['85PS', 'Diesel', 'RxS']",70000,2018,2018,Ahmedabad,1461,1,False,83.8,1,2,5,19.87,SUV,650000
4009,Hyundai,Alcazar,"['Signature', 'Diesel', 'BSVI']",50000,2021,2021,Ahmedabad,1493,1,False,113.98,1,1,6,20.4,SUV,1700000
4010,Hyundai,i20,"['1.4', 'Magna', 'Executive']",80000,2017,2017,Ahmedabad,1396,1,False,88.73,1,2,5,22.54,Hatchback,500000
4011,MG,Astor,"['Sharp', 'CVT', 'BSVI']",10000,2022,2022,Ahmedabad,1498,1,True,108.49,0,1,5,14.82,SUV,1556000
4012,Hyundai,i10,"['Magna', '1.2']",90000,2010,2010,Ahmedabad,1197,1,False,78.9,0,3,5,20.36,Hatchback,180000
4013,Maruti,Alto,['LXi'],10000,2007,2007,Ahmedabad,796,1,False,46.3,0,2,5,19.7,Hatchback,85000
4014,Hyundai,i10,"['Sportz', '1.1L']",52263,2015,2015,Ahmedabad,1086,1,False,68.05,0,2,5,19.81,Hatchback,336000
4015,Hyundai,Santro,"['Sportz', 'AMT', 'BSIV']",21926,2019,2019,Ahmedabad,1086,1,True,68.0,0,1,5,20.3,Hatchback,543000
4016,Maruti,Vitara,"['Brezza', 'ZDi', 'Plus', 'Dual', 'Tone']",45520,2016,2016,Ahmedabad,1248,1,False,88.5,1,1,5,24.3,SUV,787000
4017,Honda,Amaze,"['S', 'i-Vtech']",104289,2015,2015,Ahmedabad,1198,1,False,86.7,0,1,5,18.0,Sedan,376000
4018,Maruti,Ignis,"['1.2', 'Delta', 'BSIV']",32408,2017,2017,Ahmedabad,1197,1,False,81.8,0,2,5,20.89,Hatchback,470000
4019,Maruti,Swift,"['Dzire', 'VXI', '1.2']",74894,2017,2017,Ahmedabad,1197,3,False,81.8,0,1,5,21.21,Sedan,608000
4020,Maruti,Alto,"['K10', 'VXI']",91002,2017,2017,Ahmedabad,998,1,False,65.71,0,1,5,24.39,Hatchback,329000
4021,Hyundai,i20,"['Sportz', 'BSVI']",19735,2021,2021,Ahmedabad,1197,3,False,81.8,0,1,5,21.0,Hatchback,754000
4022,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Magna', 'BSIV']",97567,2019,2019,Ahmedabad,1197,1,False,81.86,0,1,5,18.9,Hatchback,531000
4023,Maruti,Baleno,['Zeta'],13550,2021,2021,Ahmedabad,1197,1,False,81.8,0,1,5,21.01,Hatchback,720000
4024,Tata,Harrier,"['XZ', 'Plus', 'Dual', 'Tone', '2020-2022']",22013,2020,2020,Ahmedabad,1956,1,False,167.67,1,1,5,16.35,SUV,1848000
4025,Maruti,Ciaz,"['Zeta', 'BSVI']",41911,2021,2021,Ahmedabad,1462,1,False,103.25,0,1,5,20.65,Sedan,873000
4026,Maruti,Alto,['LXi'],10000,2007,2007,Ahmedabad,796,1,False,46.3,0,2,5,19.7,Hatchback,85000
4027,Hyundai,i20,"['Magna', '1.4', 'CRDi']",80000,2017,2017,Ahmedabad,1396,1,False,88.73,1,2,5,22.54,Hatchback,500000
4028,Maruti,Eeco,"['5', 'Seater', 'AC', 'BSIV']",110000,2016,2016,Ahmedabad,1196,1,False,73.0,0,3,5,15.37,Minivans,450000
4029,BMW,3,"['Series', '320d', 'Luxury', 'Line']",100000,2013,2013,Ahmedabad,1995,1,True,184.0,1,2,5,18.88,Sedan,1200000
4030,Maruti,Wagon,"['R', 'VXI']",70000,2020,2020,Ahmedabad,998,1,False,67.05,0,1,5,21.79,Hatchback,459999
4031,Hyundai,Elantra,"['CRDi', 'SX']",80000,2012,2012,Ahmedabad,1582,1,False,126.24,1,2,5,22.7,Sedan,459999
4033,Maruti,Alto,"['800', 'VXI', 'BSVI']",10000,2022,2022,Ahmedabad,796,1,False,47.33,0,1,5,22.05,Hatchback,425000
4034,Maruti,Alto,"['K10', 'VXI']",101566,2016,2016,Ahmedabad,998,1,False,67.05,0,1,5,23.95,Hatchback,294000
4035,Mahindra,KUV,"['100', 'mFALCON', 'G80', 'K2']",40607,2018,2018,Ahmedabad,1198,2,False,82.0,0,2,6,18.15,SUV,417000
4036,Hyundai,i20,"['Magna', '1.2']",66630,2016,2016,Ahmedabad,1197,1,False,81.83,0,2,5,18.6,Hatchback,534000
4037,Maruti,Wagon,"['R', 'VXI', 'BS', 'IV']",45446,2017,2017,Ahmedabad,998,1,False,67.04,0,3,5,20.51,Hatchback,339000
4038,Honda,City,"['i', 'VTEC', 'VX']",79394,2016,2016,Ahmedabad,1497,1,False,117.3,0,1,5,17.8,Sedan,673000
4040,Maruti,Baleno,['Zeta'],41838,2020,2020,Ahmedabad,1197,1,False,81.8,0,1,5,21.01,Hatchback,670000
4041,Hyundai,i20,"['1.4', 'Asta', 'Dual', 'Tone']",118522,2018,2018,Ahmedabad,1396,1,False,88.73,1,2,5,22.54,Hatchback,627000
4042,Hyundai,Creta,"['1.6', 'SX', 'Diesel']",82074,2019,2019,Ahmedabad,1582,1,False,126.2,1,2,5,20.5,SUV,1073000
4043,Honda,WR-V,"['i-VTEC', 'VX']",51496,2018,2018,Ahmedabad,1199,1,False,88.7,0,2,5,17.5,SUV,644000
4044,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Sportz', 'BSIV']",46003,2018,2019,Ahmedabad,1197,2,False,81.86,0,1,5,18.9,Hatchback,483000
4045,Ford,Freestyle,"['Titanium', 'Plus', 'Petrol', 'BSIV']",42024,2018,2018,Ahmedabad,1194,1,False,94.68,0,1,5,19.0,Hatchback,541000
4046,Maruti,Ciaz,"['ZDi', 'Option']",70000,2014,2014,Ahmedabad,1248,1,False,88.5,1,1,5,26.21,Sedan,550000
4047,Honda,Civic,"['1.8', 'V', 'MT']",110000,2009,2009,Ahmedabad,1799,1,False,130.0,0,3,5,13.5,Sedan,200000
4048,BMW,X1,['sDrive20d'],150000,2013,2013,Ahmedabad,1995,1,True,184.0,1,2,5,17.05,SUV,800000
4049,Maruti,Celerio,"['VXI', 'BSVI']",10000,2022,2022,Ahmedabad,998,1,False,65.71,0,1,5,25.24,Hatchback,557000
4050,Maruti,Celerio,"['VXI', 'BSVI']",10000,2022,2022,Ahmedabad,998,1,False,65.71,0,1,5,25.24,Hatchback,557000
4051,Maruti,Eeco,"['Flexi', 'Green']",90000,2017,2017,Ahmedabad,1196,1,False,63.0,2,1,5,20.0,Maruti,270000
4052,Tata,Hexa,['XTA'],120000,2017,2017,Ahmedabad,2179,1,True,153.86,1,2,7,17.6,MUV,950000
4053,Hyundai,Grand,"['i10', '1.2', 'CRDi', 'Magna']",60000,2019,2019,Ahmedabad,1186,1,False,73.97,1,1,5,24.0,Hatchback,530000
4054,Hyundai,i20,"['Sportz', 'BSVI']",57372,2020,2021,Ahmedabad,1197,1,False,81.8,0,1,5,21.0,Hatchback,762000
4055,Hyundai,Verna,"['VTVT', '1.6', 'AT', 'SX', 'Option']",10168,2018,2018,Ahmedabad,1591,1,True,121.3,0,1,5,17.0,Sedan,980000
4056,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Sportz', 'BSIV']",28490,2017,2017,Ahmedabad,1197,1,False,81.86,0,1,5,18.9,Hatchback,507000
4057,Hyundai,Aura,"['SX', 'Plus', 'AMT', 'Diesel']",36674,2020,2020,Ahmedabad,1186,2,True,73.97,1,2,5,25.4,Sedan,852999
4058,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Sportz', 'Option', 'AT']",57211,2018,2018,Ahmedabad,1197,3,True,81.86,0,1,5,18.9,Hatchback,551000
4059,Ford,Ecosport,"['1.5', 'TDCi', 'Titanium', 'Plus', 'BSIV']",54550,2017,2017,Ahmedabad,1498,2,False,98.59,1,2,5,22.77,SUV,541000
4060,Hyundai,Verna,"['VTVT', '1.6', 'SX']",55216,2019,2019,Ahmedabad,1591,1,False,121.3,0,1,5,17.0,Sedan,888000
4061,Honda,BR-V,"['i-VTEC', 'VX', 'MT']",67963,2016,2016,Ahmedabad,1497,1,False,117.3,0,1,7,15.4,SUV,656000
4062,Tata,Harrier,"['XZA', 'AT', 'BSVI']",3846,2022,2022,Ahmedabad,1956,3,True,167.67,1,1,5,14.6,SUV,2239000
4063,Maruti,Vitara,"['Brezza', 'ZDi', 'Plus', 'Dual', 'Tone']",60096,2016,2016,Ahmedabad,1248,2,False,88.5,1,1,5,24.3,SUV,808000
4064,Tata,Tiago,"['XZ', 'Plus']",46823,2020,2020,Ahmedabad,1199,1,False,83.83,0,1,5,23.84,Hatchback,564000
4065,Maruti,S-Presso,"['VXI', 'Opt', '2019-2022']",5787,2022,2022,Ahmedabad,998,3,False,67.05,0,1,5,21.7,Hatchback,438999
4066,Volkswagen,Vento,"['Diesel', 'Highline']",100000,2014,2014,Ahmedabad,1598,1,False,103.6,1,3,5,20.54,Sedan,340000
4067,Honda,Brio,"['S', 'MT']",70000,2012,2012,Ahmedabad,1198,1,False,86.8,0,2,5,19.4,Hatchback,250000
4068,Honda,Brio,"['S', 'MT']",70000,2012,2012,Ahmedabad,1198,1,False,86.8,0,2,5,19.4,Hatchback,250000
4069,Honda,Brio,"['S', 'MT']",70000,2012,2012,Ahmedabad,1198,1,False,86.8,0,2,5,19.4,Hatchback,250000
4070,Maruti,Vitara,"['Brezza', 'ZDi', 'Plus', 'AMT']",90000,2018,2018,Ahmedabad,1248,1,True,88.5,1,1,5,24.3,SUV,850000
4071,Maruti,Alto,"['800', 'VXI']",20000,2016,2016,Ahmedabad,796,1,False,47.3,0,1,5,24.7,Hatchback,290000
4072,Maruti,Alto,"['800', 'VXI']",20000,2016,2016,Ahmedabad,796,1,False,47.3,0,1,5,24.7,Hatchback,290000
4073,Maruti,Alto,"['800', 'LXI']",30000,2013,2013,Ahmedabad,796,1,False,47.3,0,1,5,22.74,Hatchback,215000
4074,Volkswagen,Ameo,"['1.5', 'TDI', 'Trendline']",86802,2017,2017,Ahmedabad,1498,1,False,108.62,1,2,5,21.66,Sedan,393000
4075,Hyundai,i20,"['Magna', 'Plus', 'BSIV']",72361,2019,2019,Ahmedabad,1197,3,False,81.86,0,1,5,18.6,Hatchback,613000
4076,Mahindra,KUV,"['100', 'mFALCON', 'G80', 'K2']",50391,2018,2018,Ahmedabad,1198,1,False,82.0,0,1,6,18.15,SUV,422000
4077,Maruti,Swift,['VXI'],26494,2021,2021,Ahmedabad,1197,1,False,88.5,0,1,5,22.38,Hatchback,662000
4078,Maruti,Swift,['VDI'],103659,2013,2013,Ahmedabad,1248,1,False,74.0,1,3,5,22.9,Hatchback,343000
4079,Hyundai,EON,"['Era', 'Plus']",64875,2013,2013,Ahmedabad,814,2,False,55.2,0,1,5,21.1,Hatchback,236000
4080,Hyundai,Verna,"['1.6', 'VTVT', 'SX', 'Option']",45364,2017,2017,Ahmedabad,1591,2,False,121.3,0,2,5,17.01,Sedan,867000
4081,Maruti,Alto,"['800', 'LXI']",51798,2018,2018,Ahmedabad,796,1,False,47.33,0,1,5,22.05,Hatchback,334000
4082,Renault,KWID,"['1.0', 'RXT', 'Optional']",65113,2019,2019,Ahmedabad,999,1,False,67.0,0,2,5,23.01,Hatchback,379000
4083,Hyundai,Grand,"['i10', '1.2', 'Kappa', 'Magna', 'AT']",27365,2017,2018,Ahmedabad,1197,1,True,81.86,0,3,5,18.9,Hatchback,420000
4084,Ford,Ecosport,"['1.5', 'Ti', 'VCT', 'MT', 'Trend', 'BSIV']",103102,2016,2016,Ahmedabad,1499,1,False,110.4,0,2,5,15.85,SUV,498000
4085,Chevrolet,Beat,"['LT', 'Option']",70000,2011,2011,Ahmedabad,1199,1,False,79.4,0,4,5,18.6,Hatchback,160000
4086,Ford,Ecosport,"['1.0', 'Ecoboost', 'Titanium', 'Plus', 'BSIV']",110000,2016,2016,Ahmedabad,999,1,False,123.24,0,1,5,18.88,SUV,570000
4087,Honda,City,"['i-VTEC', 'CVT', 'ZX']",60000,2018,2018,Ahmedabad,1497,1,True,117.6,0,1,5,18.0,Sedan,950000
